fxosaccx,fxosaccy,fxosaccz,lsmaccx,lsmaccy,lsmaccz,lsmangx,lsmangy,lsmangz,a0,a1,a2,a3,a4,a5,f1,f2,timestamp
292,-164,10920,0,0,0,0,0,0,17197,21237,23786,21160,30605,23759,50,0,19450
816,-1264,1960,0,0,0,0,0,0,23801,27755,21841,23894,29134,20072,48,1,19460
-444,-2628,8480,0,0,0,0,0,0,24064,17797,17125,21881,21071,20865,49,0,19470
1376,-1428,3060,0,0,0,0,0,0,9302,11887,21824,23190,21843,20010,48,1,19480
-232,-2396,8984,0,0,0,0,0,0,7286,12401,16391,18035,24803,21092,47,0,19490
1208,-2032,5692,0,0,0,0,0,0,12768,12143,17142,18098,24976,17222,48,1,19500
-1280,-312,16368,0,0,0,0,0,0,9528,8367,20906,17314,19897,22889,48,0,19510
3172,-2184,9236,0,0,0,0,0,0,9331,15244,17021,9425,20790,22828,48,1,19520
-872,648,17468,0,0,0,0,0,0,19097,20953,17254,23201,24874,19124,47,0,19530
1904,-2572,13460,0,0,0,0,0,0,16750,15805,21257,20943,22039,21969,47,1,19540
-1212,1396,17568,0,0,0,0,0,0,11448,11480,15085,16461,21091,21077,47,0,19550
2788,-2676,11880,0,0,0,0,0,0,17965,16008,19288,21343,19121,15411,47,1,19560
-1300,1396,19032,0,0,0,0,0,0,11044,15060,21038,16186,24926,15393,47,0,19570
2144,-2664,14032,0,0,0,0,0,0,16942,21194,15521,13346,28775,20717,47,1,19580
-768,1716,17452,0,0,0,0,0,0,20844,17118,19981,21233,24115,22184,46,0,19590
2448,-3104,13584,0,0,0,0,0,0,18801,13224,21090,18444,19056,20870,47,1,19600
-772,1176,18248,0,0,0,0,0,0,13342,10949,17008,15393,16163,24810,47,0,19610
2268,-2428,14564,0,0,0,0,0,0,15255,21016,20966,15195,17354,24628,47,1,19620
-1276,1124,18120,0,0,0,0,0,0,18043,19835,17366,12310,20979,20875,47,0,19630
1892,-2252,16476,0,0,0,0,0,0,18941,19986,25159,17147,16384,18367,47,1,19640
24,1216,18852,0,0,0,0,0,0,21197,23090,21797,10478,18340,20977,46,0,19650
1928,-1608,16708,0,0,0,0,0,0,20927,20321,17231,12350,20173,23056,48,1,19660
-656,1668,17592,0,0,0,0,0,0,17953,15091,17112,12355,17192,20836,46,0,19670
1452,-880,17900,0,0,0,0,0,0,16447,16319,20985,13246,24764,25083,47,1,19680
356,2084,19628,0,0,0,0,0,0,20207,21895,25695,23011,24973,21413,45,0,19690
684,4,16184,0,0,0,0,0,0,23845,26121,21787,18865,20182,21149,46,1,19700
460,1288,18856,0,0,0,0,0,0,20781,17153,18263,15177,17984,21279,45,0,19710
-264,400,16588,0,0,0,0,0,0,17820,10272,21055,15418,22101,22632,45,0,19720
1108,104,16892,0,0,0,0,0,0,15380,17850,23241,13087,23751,18177,45,1,19730
-1092,1252,15428,0,0,0,0,0,0,13998,17714,22883,22886,23135,23996,44,0,19740
1340,-1620,16252,0,0,0,0,0,0,19082,15085,20211,21012,26114,19319,45,1,19750
-1520,660,16100,0,0,0,0,0,0,17286,9418,17946,22690,25836,17543,45,0,19760
2016,-2648,14136,0,0,0,0,0,0,12269,9214,21952,23226,23958,19113,46,1,19770
-1032,600,17928,0,0,0,0,0,0,19071,14275,20252,19068,18313,17083,44,0,19780
1792,-2052,17464,0,0,0,0,0,0,12598,19271,17009,17099,19128,15492,43,1,19790
-1032,780,17988,0,0,0,0,0,0,17407,15040,17146,20980,21821,17064,44,0,19800
688,-1328,19804,0,0,0,0,0,0,14156,19286,19085,17219,24098,20214,43,1,19810
768,1684,19484,0,0,0,0,0,0,16771,17990,15546,17198,21366,16108,43,0,19820
-372,-252,17552,0,0,0,0,0,0,18988,19221,16425,23212,21439,13469,44,0,19830
844,676,16736,0,0,0,0,0,0,17474,17210,17330,15225,17464,15408,43,1,19840
-1004,524,15360,0,0,0,0,0,0,15237,22026,16223,21162,19149,20738,44,0,19850
1988,-1444,14276,0,0,0,0,0,0,18974,21903,18379,26793,27554,25881,43,1,19860
-568,840,15460,0,0,0,0,0,0,23228,20599,25050,22919,27800,26525,43,0,19870
1988,-2212,15804,0,0,0,0,0,0,16105,15086,26828,24150,29861,25773,42,1,19880
-1168,964,17952,0,0,0,0,0,0,12526,16983,24656,22949,27787,24086,43,0,19890
-1232,-1768,18864,0,0,0,0,0,0,12328,14932,23910,23908,23321,19129,42,1,19900
2136,-1524,14464,0,0,0,0,0,0,15099,22907,19189,15522,18151,19082,43,0,19910
-848,740,15668,0,0,0,0,0,0,24864,20898,20970,14423,19315,20838,43,0,19920
1684,-2228,15640,0,0,0,0,0,0,15886,17088,17163,13602,20194,21243,43,1,19930
-972,776,17488,0,0,0,0,0,0,16209,14927,21783,14295,19295,16385,43,0,19940
888,-1284,19360,0,0,0,0,0,0,9315,12101,18999,15046,16212,16363,42,1,19950
936,1900,19372,0,0,0,0,0,0,10585,17074,17059,8639,22008,21814,42,0,19960
-708,8,19312,0,0,0,0,0,0,17447,16087,12333,11310,23025,19140,42,1,19970
824,-176,16524,0,0,0,0,0,0,12196,17169,13401,8405,21846,24609,41,0,19980
-1872,400,15244,0,0,0,0,0,0,17078,14521,11352,15124,28983,26872,41,0,19990
2784,-1564,13444,0,0,0,0,0,0,19734,12947,23200,19082,22958,20266,42,1,20000
-280,-392,14856,0,0,0,0,0,0,9205,13168,19002,13273,24579,19135,41,0,20010
1096,-1768,18356,0,0,0,0,0,0,18127,15064,13287,17150,19041,15365,41,1,20020
-252,1088,18148,0,0,0,0,0,0,15011,12493,15318,16518,22927,14473,42,0,20030
-1236,760,21612,0,0,0,0,0,0,14745,16098,21239,19320,17511,18049,40,1,20040
1516,-892,18524,0,0,0,0,0,0,21630,13127,17126,17004,18026,19089,40,0,20050
-1732,1560,16856,0,0,0,0,0,0,16993,12287,18160,13093,22775,21845,41,0,20060
2580,-1588,14064,0,0,0,0,0,0,17936,19111,21082,17262,21080,23930,43,1,20070
-1144,772,15816,0,0,0,0,0,0,16921,19002,26607,22664,25839,28853,40,0,20080
416,-1492,17452,0,0,0,0,0,0,20942,22863,22769,23103,32609,31803,40,1,20090
1176,2468,20344,0,0,0,0,0,0,22014,25028,23970,20199,34876,34682,40,0,20100
-2020,1000,18684,0,0,0,0,0,0,23883,22718,26825,19358,28685,33489,40,0,20110
1868,-1292,15840,0,0,0,0,0,0,26116,18819,27787,19044,26071,30630,40,1,20120
-796,128,14496,0,0,0,0,0,0,12333,16304,21405,11563,16350,21143,40,0,20130
2332,-1576,14356,0,0,0,0,0,0,17178,14133,14301,11321,20799,22901,42,1,20140
764,1100,17192,0,0,0,0,0,0,19856,22811,18249,16992,21114,24892,40,0,20150
-1616,-300,19372,0,0,0,0,0,0,25884,22585,17360,13258,24716,22020,40,0,20160
1176,-1016,16844,0,0,0,0,0,0,22061,22816,18125,17232,24690,23033,40,1,20170
-2264,1044,17592,0,0,0,0,0,0,23874,26672,19357,13317,22761,17301,39,0,20180
3072,-1840,15120,0,0,0,0,0,0,28830,30622,19330,16958,25841,20085,39,1,20190
452,-72,14168,0,0,0,0,0,0,23765,23797,22197,15108,27811,23971,39,0,20200
-1228,-1456,18620,0,0,0,0,0,0,20915,21859,19094,13461,26861,20252,39,0,20210
1312,-488,18092,0,0,0,0,0,0,24503,23177,17256,21062,26524,22070,39,1,20220
-2440,1628,19080,0,0,0,0,0,0,19652,12414,23706,13195,25890,23016,39,0,20230
3340,-1920,16164,0,0,0,0,0,0,7260,11263,17164,11362,24110,19167,38,1,20240
184,24,14556,0,0,0,0,0,0,10376,16982,18946,14932,23788,17195,39,0,20250
-1108,-1584,17836,0,0,0,0,0,0,12169,14214,15353,14977,17108,16322,39,0,20260
1440,-708,17720,0,0,0,0,0,0,13995,16111,16878,17218,21989,14490,38,1,20270
-2480,1088,18364,0,0,0,0,0,0,17010,12414,18990,14597,21293,18011,38,0,20280
3464,-1920,16088,0,0,0,0,0,0,14329,13390,21295,22946,21907,17211,38,1,20290
468,284,14884,0,0,0,0,0,0,13937,13993,17065,19142,21106,23785,38,0,20300
-1972,-544,17792,0,0,0,0,0,0,14963,11299,21080,23907,25346,22895,37,0,20310
1988,-1552,17120,0,0,0,0,0,0,12927,17157,27186,23949,26021,26949,38,1,20320
-2436,520,17264,0,0,0,0,0,0,17085,22013,19218,23220,30873,22980,37,0,20330
2852,-1372,15976,0,0,0,0,0,0,21217,19371,17056,21111,36590,27786,38,1,20340
596,688,16052,0,0,0,0,0,0,16838,9183,21938,24892,33705,27670,37,0,20350
-2620,1328,18640,0,0,0,0,0,0,15314,20671,21274,21247,28678,24111,37,0,20360
2988,-2404,15404,0,0,0,0,0,0,25754,22974,19354,19242,22153,18330,38,1,20370
-1212,-476,15044,0,0,0,0,0,0,13132,15079,12478,17065,18295,18139,38,0,20380
1356,-348,17104,0,0,0,0,0,0,19171,19901,13473,18192,20245,14443,37,0,20390
1172,1232,18868,0,0,0,0,0,0,21572,15156,15341,11555,16187,15384,37,1,20400
-3224,940,19208,0,0,0,0,0,0,17778,15982,17461,15197,15373,11679,36,0,20410
3152,-1656,17500,0,0,0,0,0,0,10435,8585,15303,21330,20194,14382,37,1,20420
844,580,14544,0,0,0,0,0,0,16066,14933,18957,24607,22003,12440,37,0,20430
-820,536,17448,0,0,0,0,0,0,17237,11339,18950,17108,21943,14317,37,0,20440
3292,-1568,19252,0,0,0,0,0,0,9295,11249,15513,15523,24156,18965,37,1,20450
-1716,-292,14544,0,0,0,0,0,0,15202,18683,13402,16134,26845,26564,37,0,20460
868,-464,17536,0,0,0,0,0,0,21862,18094,16479,24733,29970,21379,37,0,20470
1368,992,18220,0,0,0,0,0,0,13587,16011,24966,25089,28051,17445,36,1,20480
-2700,1440,19816,0,0,0,0,0,0,12952,10456,23001,25873,27599,22633,36,0,20490
3692,-1548,16616,0,0,0,0,0,0,10322,8182,23877,25156,27828,21197,37,1,20500
-224,-128,13688,0,0,0,0,0,0,9046,7360,22079,18852,21101,17288,36,0,20510
-2380,524,17312,0,0,0,0,0,0,10153,9248,15181,21163,21257,15393,36,0,20520
3136,-1336,16220,0,0,0,0,0,0,12187,12256,18906,23033,24075,15343,37,1,20530
-2248,-816,16060,0,0,0,0,0,0,11316,11367,20249,20173,23753,13538,36,0,20540
1536,56,17660,0,0,0,0,0,0,12323,13462,13194,11317,15368,14271,35,0,20550
1396,1012,17980,0,0,0,0,0,0,17279,19344,11509,16250,19133,15467,37,1,20560
-3924,1656,19648,0,0,0,0,0,0,14415,21997,19081,20216,26534,23911,36,0,20570
3292,-1168,17724,0,0,0,0,0,0,18437,20563,23713,19022,21879,24898,36,0,20580
392,512,15632,0,0,0,0,0,0,16043,9366,16266,13296,22019,23912,35,1,20590
-1820,1536,17396,0,0,0,0,0,0,15064,14416,20188,22795,30562,25971,35,0,20600
3560,-1900,17480,0,0,0,0,0,0,16981,13205,24163,19016,22806,28919,36,1,20610
-716,-1100,13356,0,0,0,0,0,0,13965,10079,23930,19160,23748,22195,35,0,20620
-1392,68,17236,0,0,0,0,0,0,15146,17059,25722,23059,21071,22718,35,0,20630
3304,-840,17588,0,0,0,0,0,0,12856,18959,27630,25112,25837,28035,35,1,20640
-1288,-228,17564,0,0,0,0,0,0,17086,10914,25896,28749,29983,23842,36,0,20650
-2396,-392,18228,0,0,0,0,0,0,7322,12272,29042,26806,25977,26795,35,0,20660
4156,-1248,18660,0,0,0,0,0,0,14326,9207,22038,15487,23062,20917,37,1,20670
-628,-884,12472,0,0,0,0,0,0,13336,13352,19180,17181,22827,19263,35,0,20680
-1316,48,17860,0,0,0,0,0,0,15223,21252,18978,15299,25877,20255,35,0,20690
3656,-1492,17644,0,0,0,0,0,0,22977,17976,17267,23190,23961,19164,35,1,20700
-1884,-644,16756,0,0,0,0,0,0,22961,21801,22693,19040,24573,21371,36,0,20710
164,-580,16468,0,0,0,0,0,0,19661,17284,20243,15083,22749,20109,37,1,20720
2228,524,17412,0,0,0,0,0,0,17373,14951,16946,15337,19157,21094,36,0,20730
-3708,1624,18852,0,0,0,0,0,0,11194,17314,20297,17347,23786,17215,36,0,20740
3200,-1476,17392,0,0,0,0,0,0,22805,28998,20151,17185,20222,17172,36,1,20750
380,648,15860,0,0,0,0,0,0,25605,20873,18157,15507,20819,20258,37,0,20760
-2508,1552,17852,0,0,0,0,0,0,20004,15058,19818,11427,20067,18344,36,0,20770
4388,-1688,18836,0,0,0,0,0,0,20786,12143,13423,5791,19164,20767,38,1,20780
-1080,-956,12776,0,0,0,0,0,0,15190,11554,15226,11293,22948,26994,36,0,20790
276,-268,17520,0,0,0,0,0,0,10263,8543,21081,17930,28056,24079,38,1,20800
1768,-24,18368,0,0,0,0,0,0,7369,8379,21948,20092,25010,15358,37,0,20810
-2820,392,18916,0,0,0,0,0,0,8588,13194,15128,17264,24028,22012,37,0,20820
2316,-1152,16468,0,0,0,0,0,0,18059,19896,19075,23899,27684,21864,38,1,20830
832,1132,15276,0,0,0,0,0,0,13470,12420,22189,16971,19146,22121,36,0,20840
-3148,632,20428,0,0,0,0,0,0,6426,5236,19077,12378,20065,22815,37,0,20850
3044,-1792,15552,0,0,0,0,0,0,6717,5218,17202,15157,21317,19113,37,1,20860
-1284,-720,14896,0,0,0,0,0,0,9211,7641,15501,12089,21994,20041,38,0,20870
488,-700,16672,0,0,0,0,0,0,8434,8336,13189,19072,23016,20929,38,1,20880
2204,1120,18420,0,0,0,0,0,0,8668,7163,15226,16061,17362,21039,37,0,20890
-3228,1920,19648,0,0,0,0,0,0,10662,16215,15275,13542,15376,19069,37,0,20900
3492,-1680,17604,0,0,0,0,0,0,22681,26922,17261,14424,13556,16949,38,1,20910
-116,588,14892,0,0,0,0,0,0,28849,21963,18366,11417,14337,16082,37,0,20920
-940,-88,16732,0,0,0,0,0,0,23084,22639,15053,11556,12116,16025,37,0,20930
3160,-960,19396,0,0,0,0,0,0,24091,17177,20941,15285,22164,22168,38,1,20940
-1868,-132,15548,0,0,0,0,0,0,19341,15963,24899,25882,23017,17225,37,0,20950
2132,-1020,16976,0,0,0,0,0,0,18305,23853,24122,18853,19136,16038,38,1,20960
1044,1388,18656,0,0,0,0,0,0,26863,18031,20042,23875,24155,19112,37,0,20970
-2768,1876,19164,0,0,0,0,0,0,12287,10254,24977,26156,21095,20839,36,0,20980
4140,-2136,16284,0,0,0,0,0,0,15123,13056,26969,20884,22949,26768,38,1,20990
-844,-1180,13204,0,0,0,0,0,0,8441,15328,25102,22252,25090,27778,36,0,21000
-156,-324,18084,0,0,0,0,0,0,17791,17239,25066,23691,23041,20095,36,0,21010
1360,304,17988,0,0,0,0,0,0,13102,14959,23920,25621,26848,23288,36,1,21020
-3012,1076,17440,0,0,0,0,0,0,10030,14796,19070,21951,32608,27662,37,0,21030
3060,-1256,16432,0,0,0,0,0,0,12920,18732,20113,19170,28887,21084,36,1,21040
-124,452,15472,0,0,0,0,0,0,19094,20019,19347,19236,26665,24907,36,0,21050
-3188,2180,17288,0,0,0,0,0,0,19337,17187,19100,21031,21120,17526,36,0,21060
4140,-2152,16320,0,0,0,0,0,0,19129,19343,16253,13362,19153,16352,37,1,21070
-1156,-960,14028,0,0,0,0,0,0,16916,19020,15442,23012,19105,15270,36,0,21080
-60,-112,16336,0,0,0,0,0,0,21032,21060,20943,19147,23930,19260,36,0,21090
3148,-284,20608,0,0,0,0,0,0,21055,15070,21263,23052,25746,22806,36,1,21100
-2764,-452,16456,0,0,0,0,0,0,17982,16251,21328,21023,26047,23782,35,0,21110
1524,-472,19280,0,0,0,0,0,0,21190,17998,21227,19135,28785,24934,34,0,21120
1444,512,17196,0,0,0,0,0,0,18205,15281,23880,24866,25362,22039,35,1,21130
-2576,2852,19912,0,0,0,0,0,0,10375,10961,25907,25018,23775,19131,35,0,21140
3840,-1200,17144,0,0,0,0,0,0,16678,19931,25150,19149,15328,17303,36,1,21150
-316,32,13980,0,0,0,0,0,0,23128,17825,17072,12297,13464,11374,35,0,21160
-3156,2096,16516,0,0,0,0,0,0,15877,16190,17075,15403,20064,15345,34,0,21170
4424,-2376,16360,0,0,0,0,0,0,17778,11157,23169,20088,24805,17301,35,1,21180
-160,-552,13060,0,0,0,0,0,0,15081,13450,24838,28543,29710,22953,36,0,21190
-2400,228,14920,0,0,0,0,0,0,14269,19285,28894,24704,29681,24140,36,0,21200
3888,-2320,18944,0,0,0,0,0,0,20213,22003,19023,15038,26793,17165,36,1,21210
-1224,-1320,11700,0,0,0,0,0,0,21027,19922,20002,15208,25865,21058,35,0,21220
176,-984,18136,0,0,0,0,0,0,17015,18991,17104,13255,27794,21141,35,0,21230
2164,340,19780,0,0,0,0,0,0,13232,17383,13321,15466,25836,20165,37,1,21240
-2692,612,19632,0,0,0,0,0,0,19875,11127,17004,15069,24761,21843,36,0,21250
1444,-668,18012,0,0,0,0,0,0,17961,15867,21818,15065,25348,21851,38,1,21260
1780,1612,16100,0,0,0,0,0,0,22009,18026,17146,20170,24126,19187,36,0,21270
-3292,584,21744,0,0,0,0,0,0,19036,18774,21995,21186,20999,19166,36,0,21280
3280,-2572,15652,0,0,0,0,0,0,22062,19049,26845,21996,23928,26872,37,1,21290
-868,-444,13848,0,0,0,0,0,0,21193,21859,25025,18372,19120,19153,37,0,21300
-1016,-76,15612,0,0,0,0,0,0,21009,18848,21080,19281,24789,23071,37,0,21310
2832,60,21104,0,0,0,0,0,0,23056,21134,23274,15078,24123,19919,37,1,21320
-2028,588,14652,0,0,0,0,0,0,16993,12209,19364,13055,22170,23797,36,0,21330
2696,-1012,17160,0,0,0,0,0,0,14354,12266,13253,21101,22151,19148,38,1,21340
668,1260,17036,0,0,0,0,0,0,14271,10992,15274,14558,19283,19170,36,0,21350
-1708,1348,19692,0,0,0,0,0,0,13141,12295,17157,23152,21370,19988,37,0,21360
3396,-2096,17584,0,0,0,0,0,0,17265,12289,24994,23143,19063,22821,37,1,21370
-1060,-728,13248,0,0,0,0,0,0,10441,10272,23213,22909,20194,19260,36,0,21380
756,-996,17440,0,0,0,0,0,0,10506,12926,19086,22197,21967,24006,36,0,21390
1248,832,18856,0,0,0,0,0,0,13959,16046,20002,17321,19116,21087,36,1,21400
-2836,1676,18932,0,0,0,0,0,0,18912,19918,14428,13159,20084,17340,37,0,21410
-84,-1488,16392,0,0,0,0,0,0,16985,13245,17036,19290,24843,20731,36,1,21420
2760,-292,20684,0,0,0,0,0,0,17931,21878,22870,22015,19281,21216,36,0,21430
-1976,-112,15736,0,0,0,0,0,0,16103,16344,19140,21908,22139,19155,36,0,21440
2264,-744,17800,0,0,0,0,0,0,18781,19364,23092,19149,23951,20079,36,1,21450
908,1288,17944,0,0,0,0,0,0,19999,19201,23085,23743,23920,24012,37,0,21460
-2864,1732,19648,0,0,0,0,0,0,25728,16959,19950,16368,19283,21095,36,0,21470
3380,-1836,16404,0,0,0,0,0,0,17372,13200,16450,21048,19906,22018,36,1,21480
-724,-668,13016,0,0,0,0,0,0,12946,13446,15112,19311,24904,17478,35,0,21490
-928,-916,17380,0,0,0,0,0,0,19121,17191,18029,17269,21081,16416,36,0,21500
2932,-964,17900,0,0,0,0,0,0,17978,18990,16193,20753,21062,18130,35,1,21510
-2316,-420,14864,0,0,0,0,0,0,17098,22927,21969,20788,21822,16405,35,0,21520
1664,-400,17236,0,0,0,0,0,0,24069,16870,20058,22153,19045,17175,35,1,21530
1700,1100,17788,0,0,0,0,0,0,15181,17063,24939,17000,18142,20142,35,0,21540
-3444,2004,19496,0,0,0,0,0,0,20168,15495,23050,23011,24885,20179,35,0,21550
2700,-708,17580,0,0,0,0,0,0,17089,15511,18405,21006,20208,20122,36,1,21560
20,496,16656,0,0,0,0,0,0,14958,12245,21758,16217,19160,17332,35,0,21570
-1904,2652,18580,0,0,0,0,0,0,11241,12332,17141,19125,19506,18934,35,0,21580
3484,-1948,17512,0,0,0,0,0,0,12990,21220,18893,23035,19223,18347,35,1,21590
-560,-1096,13284,0,0,0,0,0,0,18370,23839,21210,26746,25909,19946,34,0,21600
-1544,-220,16768,0,0,0,0,0,0,19859,21018,25150,25080,23018,21081,34,0,21610
3904,-2208,17416,0,0,0,0,0,0,18025,21308,23041,24005,19135,14373,35,1,21620
-688,-1052,13840,0,0,0,0,0,0,20025,17395,18123,22866,26492,20039,35,0,21630
-1588,608,15880,0,0,0,0,0,0,15254,21018,15127,23190,31508,25859,36,0,21640
3968,-1832,20128,0,0,0,0,0,0,22982,22998,21036,25184,31302,25954,37,1,21650
-1496,-1012,11928,0,0,0,0,0,0,19658,13317,20035,22998,23809,21142,35,0,21660
1596,-536,16828,0,0,0,0,0,0,13819,17155,18177,19265,22944,19244,36,1,21670
1736,1228,18220,0,0,0,0,0,0,15978,19304,15129,19300,26114,20029,36,0,21680
-2452,1540,19944,0,0,0,0,0,0,17162,11200,19178,15033,21041,22017,37,0,21690
2360,-648,18920,0,0,0,0,0,0,20061,22719,19163,15280,17316,17404,37,1,21700
360,960,14740,0,0,0,0,0,0,19920,14953,18821,22997,17337,14134,36,0,21710
-2700,824,20180,0,0,0,0,0,0,18096,19000,23041,17207,24566,19126,36,0,21720
2704,-2584,16588,0,0,0,0,0,0,23699,19018,15125,18801,23035,19178,36,1,21730
-1068,-656,13676,0,0,0,0,0,0,15237,18804,21062,25875,26689,17426,37,0,21740
-932,-664,14868,0,0,0,0,0,0,14227,13066,19213,24879,23054,20002,37,0,21750
2708,-124,20576,0,0,0,0,0,0,7414,12183,22060,19170,25850,20079,37,1,21760
-2312,472,14740,0,0,0,0,0,0,13211,14463,18910,23247,28679,24920,36,0,21770
1788,-1008,17048,0,0,0,0,0,0,19898,17224,25873,22949,24120,21101,37,1,21780
796,1432,17300,0,0,0,0,0,0,15252,17795,23174,25131,26736,25099,36,0,21790
-2072,1044,19772,0,0,0,0,0,0,16135,17081,23929,18185,25973,28991,37,0,21800
3468,-1996,18144,0,0,0,0,0,0,21620,23632,17109,10567,28903,32643,37,1,21810
-800,-680,12708,0,0,0,0,0,0,19896,18957,21927,24976,34586,33652,36,0,21820
464,-772,17504,0,0,0,0,0,0,18195,22010,25130,23149,34437,28979,36,0,21830
1752,304,19484,0,0,0,0,0,0,19165,21340,24026,19256,25267,25118,36,1,21840
-2620,1096,17776,0,0,0,0,0,0,17174,16452,21021,21989,25011,24094,37,0,21850
2208,-1312,15912,0,0,0,0,0,0,17311,16387,15118,21086,23962,20012,37,1,21860
364,824,15964,0,0,0,0,0,0,14221,15850,17220,17225,26948,19167,36,0,21870
-2996,1132,20508,0,0,0,0,0,0,14109,20964,17047,17361,26974,22822,36,0,21880
3180,-2216,16180,0,0,0,0,0,0,18957,10247,16973,20829,25037,24034,37,1,21890
-1144,-496,13176,0,0,0,0,0,0,8579,10238,23186,26837,25708,19127,36,0,21900
508,-84,16628,0,0,0,0,0,0,7458,6383,26787,24688,22029,25750,36,0,21910
2168,824,20440,0,0,0,0,0,0,5126,9510,22958,23039,22944,19113,37,1,21920
-3052,644,17256,0,0,0,0,0,0,10581,18808,17368,21352,21902,14233,35,0,21930
2276,-796,17300,0,0,0,0,0,0,14919,21854,14414,19091,19302,15441,35,1,21940
-156,996,17516,0,0,0,0,0,0,14279,18165,13294,23226,24129,21089,36,0,21950
-2612,2044,20208,0,0,0,0,0,0,18762,19931,18999,15452,19895,20929,35,0,21960
3820,-2296,16416,0,0,0,0,0,0,22952,21822,13318,11504,19438,17178,36,1,21970
-200,-888,12964,0,0,0,0,0,0,19937,19043,12501,10566,17972,17463,35,0,21980
-1292,-832,16752,0,0,0,0,0,0,21030,15097,11270,17100,26515,15335,35,0,21990
3536,-1352,17596,0,0,0,0,0,0,18961,19963,15249,20159,23001,16107,36,1,22000
-1468,-752,14468,0,0,0,0,0,0,20072,23089,21960,19311,21286,18005,35,0,22010
-28,-316,17548,0,0,0,0,0,0,19104,18145,19071,18129,24591,23081,35,0,22020
2348,512,19304,0,0,0,0,0,0,19054,18077,15571,15115,22202,17485,36,1,22030
-2968,328,16176,0,0,0,0,0,0,19141,21736,13209,13335,20197,11440,35,0,22040
2080,-508,18160,0,0,0,0,0,0,22092,21573,15236,21272,22779,15214,35,0,22050
1032,1400,16940,0,0,0,0,0,0,21894,25090,23158,21362,23901,15528,35,1,22060
-2420,1984,19336,0,0,0,0,0,0,21912,20806,19140,17135,21844,17204,36,0,22070
3088,-772,18824,0,0,0,0,0,0,21312,18402,20191,16194,21884,24769,37,1,22080
-844,52,13144,0,0,0,0,0,0,22873,24820,21929,16988,21317,21843,35,0,22090
-1936,124,20128,0,0,0,0,0,0,17149,23827,23942,23691,19890,17357,36,0,22100
3172,-1904,17660,0,0,0,0,0,0,22076,24923,19354,13498,18028,15530,36,1,22110
-1956,-536,14156,0,0,0,0,0,0,24034,26740,11229,9459,22761,20867,36,0,22120
236,-588,15128,0,0,0,0,0,0,28541,28627,17910,11391,26882,24810,36,0,22130
2264,660,18572,0,0,0,0,0,0,26969,28709,22199,11407,17483,18278,37,1,22140
-2996,1396,18072,0,0,0,0,0,0,20765,15214,19002,12577,20829,22868,36,0,22150
2604,-1252,16896,0,0,0,0,0,0,12481,21281,22864,23678,26850,17158,37,1,22160
2576,712,16368,0,0,0,0,0,0,18012,20897,22838,15270,20229,16085,36,0,22170
-2212,-36,19444,0,0,0,0,0,0,20980,24825,17067,19295,24049,24010,36,0,22180
1624,-692,15716,0,0,0,0,0,0,25085,21935,23954,23163,28619,25880,37,1,22190
1404,1172,17144,0,0,0,0,0,0,23180,22158,27799,22794,26855,23035,36,0,22200
-3680,1784,21024,0,0,0,0,0,0,24771,24767,24656,23062,21110,26108,36,0,22210
3072,-1692,16500,0,0,0,0,0,0,21037,25096,23129,19362,21450,19209,36,1,22220
-124,148,13960,0,0,0,0,0,0,24092,20975,17378,17313,22759,17326,36,0,22230
-1312,720,17568,0,0,0,0,0,0,15404,12174,16101,20808,19139,18755,36,0,22240
3368,-1820,19856,0,0,0,0,0,0,12061,14213,21085,18851,19299,23813,37,1,22250
-632,-1096,11896,0,0,0,0,0,0,14162,11328,23156,24949,24712,23038,35,0,22260
1080,-320,17656,0,0,0,0,0,0,16046,23159,17154,24971,26847,21080,37,1,22270
1852,640,18924,0,0,0,0,0,0,23751,22096,23115,23710,21258,20143,36,0,22280
-2660,1548,18804,0,0,0,0,0,0,21311,18218,17219,18067,23783,18211,36,0,22290
2036,-1084,16620,0,0,0,0,0,0,12441,14071,18079,21268,17215,14390,37,1,22300
1124,1268,15952,0,0,0,0,0,0,11021,7576,17196,13478,16165,12308,36,0,22310
-4184,1168,21544,0,0,0,0,0,0,5789,10363,16857,16156,19312,17013,35,0,22320
3800,-2232,16052,0,0,0,0,0,0,11479,11263,18359,14935,23785,20062,36,1,22330
-532,-684,13264,0,0,0,0,0,0,15076,21182,15489,11317,17556,16054,36,0,22340
-896,364,16348,0,0,0,0,0,0,20868,25733,17451,14075,19112,19104,36,0,22350
2728,-640,20968,0,0,0,0,0,0,20118,21955,17221,17093,21272,16367,36,1,22360
-2080,-788,15304,0,0,0,0,0,0,24684,17784,21018,23023,24096,15231,35,0,22370
1772,-552,17676,0,0,0,0,0,0,15751,16134,20063,21971,23785,20145,37,1,22380
1400,1368,18308,0,0,0,0,0,0,14279,14267,22216,21956,29844,24114,36,0,22390
-3160,1312,20444,0,0,0,0,0,0,13115,7280,19071,21835,23052,19320,37,0,22400
3336,-1164,17208,0,0,0,0,0,0,8361,5272,13298,11324,23039,21102,37,1,22410
-316,536,13136,0,0,0,0,0,0,5476,3364,18823,23022,23067,19943,36,0,22420
-2024,324,19764,0,0,0,0,0,0,764,2026,22932,19166,23818,20133,36,0,22430
3068,-1920,16860,0,0,0,0,0,0,4898,10197,23075,15094,21091,20893,36,1,22440
