fxosaccx,fxosaccy,fxosaccz,lsmaccx,lsmaccy,lsmaccz,lsmangx,lsmangy,lsmangz,a0,a1,a2,a3,a4,a5,f1,f2,timestamp
1076,1128,19516,0,0,0,0,0,0,3293,10292,25670,16898,26962,26182,70,1,11900
1444,4988,28932,0,0,0,0,0,0,12900,19890,23017,18776,29511,23021,70,2,11910
852,1440,23508,0,0,0,0,0,0,14178,17087,20918,19133,27782,22191,69,2,11920
3048,-1280,-692,0,0,0,0,0,0,17080,23586,24009,23049,21064,19987,70,0,11930
3764,-380,8516,0,0,0,0,0,0,17959,20027,17085,14314,19305,19294,70,2,11940
-2176,-784,20372,0,0,0,0,0,0,17808,17822,16189,11256,17347,13559,70,1,11950
3700,-364,18896,0,0,0,0,0,0,11180,9032,14894,15189,22801,15438,71,3,11960
-2484,-4032,2248,0,0,0,0,0,0,13143,9004,19020,19045,24130,14215,69,0,11970
-520,728,28160,0,0,0,0,0,0,9278,10259,16255,17440,23207,19162,71,3,11980
888,1160,32764,0,0,0,0,0,0,10124,9358,13248,13610,21854,20194,69,3,11990
-616,760,13200,0,0,0,0,0,0,9118,15063,19047,17196,24699,19160,70,1,12000
1032,-932,13112,0,0,0,0,0,0,14940,18706,15171,19873,26813,21977,70,1,12010
-1144,4208,26220,0,0,0,0,0,0,15421,20730,23876,20848,26848,23896,69,3,12020
1568,1272,25360,0,0,0,0,0,0,14889,21858,21973,15313,24998,17499,69,1,12030
3392,-1616,5716,0,0,0,0,0,0,15044,18813,14163,18788,23202,18086,70,0,12040
3244,620,13936,0,0,0,0,0,0,9288,17949,21222,28526,21105,20864,70,2,12050
-3092,-604,19448,0,0,0,0,0,0,17241,23032,26799,22859,19963,24910,70,1,12060
4060,-848,20724,0,0,0,0,0,0,19934,16032,19129,15507,19475,13463,71,5,12070
-2900,-2872,-10868,0,0,0,0,0,0,10233,12082,23181,21074,17538,12517,70,0,12080
940,104,32764,0,0,0,0,0,0,13193,15524,17097,15159,18208,19147,72,1,12090
604,580,32764,0,0,0,0,0,0,13307,12786,15238,16257,20053,21091,70,4,12100
-752,-1364,-4580,0,0,0,0,0,0,18013,22964,18810,19257,20137,19143,71,0,12110
1912,1216,6736,0,0,0,0,0,0,20994,19256,23890,19344,21102,19122,70,1,12120
1032,3872,26332,0,0,0,0,0,0,20175,17017,23051,13142,20214,20761,70,3,12130
-2564,-396,18016,0,0,0,0,0,0,11366,8438,20126,17013,22607,22010,70,1,12140
2824,-1660,-4844,0,0,0,0,0,0,15156,13295,17250,19235,27892,19487,70,0,12150
1804,3300,19660,0,0,0,0,0,0,17695,19083,20770,23839,24979,15267,70,3,12160
1464,1264,32764,0,0,0,0,0,0,15041,14074,20131,22815,21377,14213,70,1,12170
-3536,-3340,28620,0,0,0,0,0,0,14778,18239,20909,22933,26511,18338,70,3,12180
-1172,-3640,-11340,0,0,0,0,0,0,15133,15153,23975,21071,25342,19196,69,0,12190
1160,2948,32764,0,0,0,0,0,0,17756,15546,20869,17099,20076,21965,70,1,12200
2128,3084,32764,0,0,0,0,0,0,16953,18971,23036,18310,23047,20867,70,4,12210
-2012,-876,13328,0,0,0,0,0,0,15116,9716,21964,21923,23032,22849,70,0,12220
544,-120,8532,0,0,0,0,0,0,14345,8673,24931,23149,24742,21379,69,1,12230
256,3736,28644,0,0,0,0,0,0,11355,8401,23709,24956,24023,22160,70,4,12240
-1396,-3164,20592,0,0,0,0,0,0,12062,16225,19109,24937,30578,22208,69,1,12250
2588,-2816,-1220,0,0,0,0,0,0,19669,19368,24626,25039,30951,26777,69,0,12260
-924,-1568,2296,0,0,0,0,0,0,13449,12401,26824,22761,29629,23924,70,4,12270
-1748,-2892,21408,0,0,0,0,0,0,16134,11458,24607,17365,23972,23916,69,2,12280
2180,1720,20168,0,0,0,0,0,0,19214,18085,18993,19233,23798,20988,70,0,12290
-112,-3864,1008,0,0,0,0,0,0,14270,14146,21218,19153,23899,22057,69,2,12300
-312,436,27088,0,0,0,0,0,0,9283,15202,18221,16266,24560,24771,70,1,12310
2652,5736,32764,0,0,0,0,0,0,19053,19957,16485,13210,26732,28522,69,2,12320
-532,-4148,10640,0,0,0,0,0,0,14931,21063,24990,23053,34849,27841,69,0,12330
-1288,-2432,14228,0,0,0,0,0,0,11023,13276,28851,27615,33823,33626,68,2,12340
4040,-1212,11364,0,0,0,0,0,0,11296,19812,23303,17224,31607,26185,69,2,12350
324,-2892,-7304,0,0,0,0,0,0,11014,12426,21059,15188,24086,26777,69,1,12360
272,1256,30332,0,0,0,0,0,0,12353,13238,23903,18996,22024,26209,69,1,12370
440,3720,32764,0,0,0,0,0,0,14164,13170,18215,12120,21261,24142,69,3,12380
-1768,-1252,4628,0,0,0,0,0,0,13121,17973,18757,18411,23177,24598,69,2,12390
3136,-1116,20308,0,0,0,0,0,0,20989,21636,21335,15249,23043,25742,69,0,12400
0,4076,30728,0,0,0,0,0,0,18786,20033,18957,15049,22195,15366,68,2,12410
-484,436,18400,0,0,0,0,0,0,20911,14274,18036,15301,17224,14258,69,1,12420
2312,-980,4896,0,0,0,0,0,0,20676,23024,18253,15135,16392,15285,69,1,12430
340,296,16276,0,0,0,0,0,0,21962,19021,23150,17100,16057,17199,70,2,12440
-2960,-1664,11652,0,0,0,0,0,0,15460,14980,21097,16273,19153,21067,69,3,12450
2632,-2072,416,0,0,0,0,0,0,16729,16029,18366,18200,26067,19395,69,4,12460
2460,376,6004,0,0,0,0,0,0,15401,14433,23165,26576,24161,18907,69,0,12470
-552,-1508,22816,0,0,0,0,0,0,18384,23799,26858,23283,23911,23056,69,1,12480
3392,-528,24328,0,0,0,0,0,0,25135,22769,23931,26875,31517,23279,70,5,12490
-2824,-1928,7260,0,0,0,0,0,0,22187,23008,23828,22072,25764,21225,70,0,12500
2004,1608,31172,0,0,0,0,0,0,15835,16676,22048,19859,29856,21360,68,1,12510
-1152,2000,32764,0,0,0,0,0,0,15319,17364,17454,15304,22987,16450,69,4,12520
-708,688,14136,0,0,0,0,0,0,11195,13102,18852,18947,26855,21126,71,2,12530
-1136,708,11936,0,0,0,0,0,0,11319,11344,22997,17023,21205,21084,69,0,12540
-920,3472,25496,0,0,0,0,0,0,11064,11266,24004,19046,24582,19262,68,5,12550
-2404,-112,16132,0,0,0,0,0,0,11204,16337,22755,15039,24096,22643,69,3,12560
2116,-3336,5740,0,0,0,0,0,0,11365,13942,23170,19133,24845,17331,69,0,12570
2180,-116,11072,0,0,0,0,0,0,7288,9342,20966,19997,19142,16082,70,4,12580
-824,-3128,16512,0,0,0,0,0,0,3505,3721,22125,22104,22166,17315,70,1,12590
548,1052,16308,0,0,0,0,0,0,773,4411,17215,20962,26071,19189,69,4,12600
-344,-3924,544,0,0,0,0,0,0,11411,15008,20870,23225,28677,21090,68,0,12610
-140,380,25536,0,0,0,0,0,0,16685,14835,18144,21951,27976,26941,68,1,12620
224,2328,25972,0,0,0,0,0,0,21897,23101,24813,25919,27721,24101,68,3,12630
580,-824,7372,0,0,0,0,0,0,24901,23626,26955,24848,30931,24921,68,0,12640
1264,660,28328,0,0,0,0,0,0,21237,16923,26737,25907,35456,24950,68,1,12650
2344,5008,32764,0,0,0,0,0,0,12309,12221,17198,23027,25008,15484,68,2,12660
108,1744,14300,0,0,0,0,0,0,12795,10244,14301,17326,26861,15254,70,1,12670
1328,-960,18160,0,0,0,0,0,0,10356,11280,19091,15297,25860,18282,69,0,12680
1216,5856,30976,0,0,0,0,0,0,21857,15770,20828,20062,23935,16237,68,5,12690
-3904,-3104,20164,0,0,0,0,0,0,13381,8993,18439,15192,17523,14182,68,2,12700
1504,-2000,8840,0,0,0,0,0,0,9407,11897,17349,12304,15426,17238,69,0,12710
280,-1488,14720,0,0,0,0,0,0,5277,7689,17153,19252,19308,21136,68,3,12720
-1992,-2768,18332,0,0,0,0,0,0,9360,12246,21999,21902,22801,21078,68,1,12730
1732,-564,12772,0,0,0,0,0,0,10168,8266,21985,26904,23016,23898,69,2,12740
-664,-4064,1880,0,0,0,0,0,0,9419,10598,23338,17433,22883,22173,68,1,12750
252,1908,26856,0,0,0,0,0,0,18000,19616,15278,17043,22147,17325,69,2,12760
-448,2532,23212,0,0,0,0,0,0,20896,18997,17274,21999,21444,14439,70,2,12770
-1280,-3112,1584,0,0,0,0,0,0,24925,25601,23266,19973,19130,22794,68,0,12780
2576,1884,31056,0,0,0,0,0,0,25079,23873,17050,20993,25089,21063,68,1,12790
-1808,3292,32764,0,0,0,0,0,0,23981,16969,15559,23925,27566,24137,68,3,12800
56,-2436,10624,0,0,0,0,0,0,19791,11202,21786,17457,24021,19166,68,0,12810
2396,-1712,15856,0,0,0,0,0,0,7172,11184,15248,16839,23035,23790,68,1,12820
1412,3712,25716,0,0,0,0,0,0,7498,7346,18241,23254,23899,21987,67,3,12830
-1968,508,16912,0,0,0,0,0,0,12184,15242,24591,23901,25756,22156,68,1,12840
2032,-2960,9428,0,0,0,0,0,0,21953,26503,22877,22780,22974,17214,69,0,12850
2968,5088,12072,0,0,0,0,0,0,21021,26762,23007,22988,20130,17196,68,3,12860
96,-1576,11760,0,0,0,0,0,0,27536,29615,21043,19080,21252,22837,69,3,12870
912,-2900,420,0,0,0,0,0,0,28649,22622,20143,21991,21078,21158,68,0,12880
1088,-708,5632,0,0,0,0,0,0,22990,18384,20158,19321,19957,21948,67,2,12890
1020,2136,25536,0,0,0,0,0,0,16974,15148,20006,13363,21087,23053,68,1,12900
1280,2692,20048,0,0,0,0,0,0,17372,19359,16187,13248,26527,26727,69,3,12910
872,-3112,-1116,0,0,0,0,0,0,16942,17771,20985,23012,25102,22081,67,1,12920
1264,1788,26320,0,0,0,0,0,0,16944,12981,18881,19118,25013,26723,68,1,12930
-428,980,28380,0,0,0,0,0,0,13052,12281,24991,20001,24789,21370,70,3,12940
-776,-2180,3956,0,0,0,0,0,0,7412,13100,15084,20773,24764,20201,68,0,12950
2092,808,27496,0,0,0,0,0,0,15863,18420,19140,20104,26065,20842,67,1,12960
-864,5008,31848,0,0,0,0,0,0,21888,20909,24727,22929,26536,26718,69,1,12970
96,-728,13656,0,0,0,0,0,0,18023,18939,25114,24952,29842,23988,68,0,12980
1968,-3168,10860,0,0,0,0,0,0,16963,13589,27751,23895,27787,21108,68,1,12990
-184,3968,23208,0,0,0,0,0,0,9258,12210,17216,17121,23797,15267,68,4,13000
-992,-1076,15800,0,0,0,0,0,0,18096,22690,20752,17188,16367,19126,68,1,13010
1408,-3228,5852,0,0,0,0,0,0,25021,28631,17218,11547,16303,12335,68,0,13020
788,1232,15776,0,0,0,0,0,0,25660,20614,19263,14044,19088,16942,68,3,13030
-864,-960,17028,0,0,0,0,0,0,19373,13363,22905,17475,22819,22803,68,1,13040
388,-676,9612,0,0,0,0,0,0,10363,19268,18897,17280,22785,26855,68,0,13050
388,-1192,5104,0,0,0,0,0,0,24907,26825,24926,25873,30560,24087,69,1,13060
-148,1076,28780,0,0,0,0,0,0,21824,15886,24905,19233,25736,21116,68,2,13070
264,-3424,7664,0,0,0,0,0,0,23150,19934,20947,21349,17381,18014,68,0,13080
-940,3860,26140,0,0,0,0,0,0,18849,13264,22151,17145,18178,21067,67,2,13090
640,-2352,12448,0,0,0,0,0,0,12285,10368,21094,22021,23965,14461,68,1,13100
592,-3944,4924,0,0,0,0,0,0,13233,20224,20963,22783,23255,21861,67,2,13110
768,2604,17932,0,0,0,0,0,0,20985,15217,23874,21127,19189,15292,67,1,13120
-1464,-1304,27960,0,0,0,0,0,0,20028,17113,20987,19083,22155,17180,68,1,13130
1428,-4448,8884,0,0,0,0,0,0,19777,17692,13375,16064,24546,21983,68,4,13140
-1004,-708,1048,0,0,0,0,0,0,9085,17038,16391,15199,21845,19409,67,0,13150
500,1148,25852,0,0,0,0,0,0,13179,15885,11472,8408,20983,19091,67,1,13160
352,508,16436,0,0,0,0,0,0,9197,13127,12335,13369,21290,16385,68,2,13170
200,-3944,4648,0,0,0,0,0,0,19280,18059,12150,14149,17511,9661,67,0,13180
1616,2268,28288,0,0,0,0,0,0,22702,17105,14125,11323,16163,13345,68,1,13190
-92,-632,27876,0,0,0,0,0,0,15212,17181,13461,12317,19147,18131,67,3,13200
-1480,-3384,120,0,0,0,0,0,0,12942,15190,16071,21078,24888,18129,67,1,13210
3648,688,30828,0,0,0,0,0,0,11042,8529,15489,11181,19184,17428,67,0,13220
504,4280,32764,0,0,0,0,0,0,12875,13594,10358,9339,17338,16769,67,3,13230
-1128,-2028,16816,0,0,0,0,0,0,17087,17126,11526,5373,21068,19155,68,1,13240
1896,-1312,14220,0,0,0,0,0,0,11135,9533,14273,11384,17333,15351,67,0,13250
-24,5808,31708,0,0,0,0,0,0,4391,3563,13276,19264,19127,20112,66,3,13260
528,-2644,10880,0,0,0,0,0,0,4459,11411,19157,19293,19307,19884,67,2,13270
-120,-4388,7456,0,0,0,0,0,0,10477,18160,20860,20099,23172,17195,69,0,13280
288,5628,20876,0,0,0,0,0,0,13219,19073,18235,21970,22938,20130,68,4,13290
-1808,-3780,7064,0,0,0,0,0,0,12919,15092,18990,25634,22999,18309,67,2,13300
1204,-4752,1296,0,0,0,0,0,0,13905,14183,22957,22143,21271,18802,67,0,13310
208,1824,6200,0,0,0,0,0,0,12809,14424,24963,23160,21442,19944,67,3,13320
-1492,136,19712,0,0,0,0,0,0,19329,17030,26826,22909,19113,19271,67,5,13330
2592,-2288,-2444,0,0,0,0,0,0,16308,22872,23732,19231,17292,17327,67,2,13340
1176,-1560,8864,0,0,0,0,0,0,23701,24824,16202,16535,22783,17484,67,1,13350
20,4204,32352,0,0,0,0,0,0,20679,20950,15367,19326,29861,21870,66,1,13360
884,-1552,388,0,0,0,0,0,0,15130,13287,18194,20893,23038,21059,68,4,13370
-20,-3940,4612,0,0,0,0,0,0,14312,11240,15103,17068,26655,17207,67,0,13380
-156,2180,27024,0,0,0,0,0,0,15761,9292,18902,24134,23919,20163,66,1,13390
664,-2228,12956,0,0,0,0,0,0,15212,19042,21021,16855,21865,17309,66,3,13400
-808,-4956,3308,0,0,0,0,0,0,13070,12542,19358,17325,23202,18886,66,0,13410
1664,3184,26408,0,0,0,0,0,0,16808,22030,19335,20820,24118,17306,66,1,13420
-1336,-1436,32136,0,0,0,0,0,0,17101,14945,17181,15051,21933,17482,66,2,13430
-708,-1688,13928,0,0,0,0,0,0,9423,8212,15192,19314,23952,19128,66,0,13440
1364,456,12756,0,0,0,0,0,0,17268,16999,11247,16837,21441,17136,67,1,13450
-320,5108,32764,0,0,0,0,0,0,15218,16214,11556,17121,19152,21132,67,3,13460
1424,-572,13840,0,0,0,0,0,0,18279,17106,10398,16402,20230,20117,66,1,13470
884,-888,13448,0,0,0,0,0,0,17991,16029,15371,19137,19286,19892,66,0,13480
12,1744,32764,0,0,0,0,0,0,9369,12241,24997,18449,26533,22047,66,3,13490
-1536,212,22264,0,0,0,0,0,0,11312,14981,23938,21138,25749,19131,66,1,13500
472,-5424,4140,0,0,0,0,0,0,17905,19140,22974,19147,28775,21191,67,0,13510
1172,6960,28276,0,0,0,0,0,0,22938,14999,18236,20762,30169,19159,66,2,13520
-716,848,19244,0,0,0,0,0,0,17014,18721,19082,25861,29688,20234,67,1,13530
744,-5200,3712,0,0,0,0,0,0,23811,24813,21074,25097,30868,21015,66,0,13540
824,4852,18376,0,0,0,0,0,0,17982,19917,18175,15024,27800,18135,68,4,13550
268,568,27376,0,0,0,0,0,0,19220,18039,13135,9689,24868,22649,65,1,13560
480,-3272,-1012,0,0,0,0,0,0,12531,13054,15123,7332,21832,19149,67,0,13570
796,396,10224,0,0,0,0,0,0,15178,15044,11535,11349,23049,25870,66,1,13580
-892,1780,31344,0,0,0,0,0,0,21054,20219,18957,18026,24174,24179,66,1,13590
1132,-1328,1140,0,0,0,0,0,0,14401,15272,23878,18834,24117,22136,66,0,13600
-164,-1516,7524,0,0,0,0,0,0,13126,19190,17029,21025,22975,23963,66,3,13610
-308,4892,29420,0,0,0,0,0,0,15795,13433,22746,21737,23014,22166,68,4,13620
1016,-2988,8020,0,0,0,0,0,0,10344,10197,24990,19046,22178,18297,67,0,13630
-1704,-3676,5200,0,0,0,0,0,0,9336,17061,21035,15393,22817,21839,66,3,13640
72,3136,28888,0,0,0,0,0,0,12005,15169,15305,15307,23045,20052,66,1,13650
-708,-2132,15572,0,0,0,0,0,0,19039,12924,19121,17438,19319,16371,67,0,13660
-1664,-3876,6120,0,0,0,0,0,0,11157,13930,13522,14235,22826,21085,66,1,13670
-848,2796,31824,0,0,0,0,0,0,12187,15943,13449,13191,21088,20113,65,1,13680
-1988,-2532,29184,0,0,0,0,0,0,11156,17193,16276,18075,19095,17184,66,2,13690
812,-3144,11224,0,0,0,0,0,0,13214,12972,21999,20115,22959,19927,66,0,13700
-400,3064,24524,0,0,0,0,0,0,14788,17143,25680,22821,27853,24953,67,1,13710
-2408,1052,32764,0,0,0,0,0,0,16978,17117,17214,22971,24742,22122,65,2,13720
716,-1260,11564,0,0,0,0,0,0,17952,21607,17221,22019,23036,22833,66,0,13730
1172,1212,14032,0,0,0,0,0,0,20901,19123,24794,25789,26829,23175,66,1,13740
868,2784,32764,0,0,0,0,0,0,20747,23219,26795,22925,25739,24913,66,3,13750
-796,-912,13756,0,0,0,0,0,0,20102,17484,22090,21342,21380,19306,65,0,13760
624,-3352,7736,0,0,0,0,0,0,15896,11274,15182,12578,17355,20101,66,1,13770
-676,4196,32764,0,0,0,0,0,0,9098,9051,16107,12427,15355,16085,66,1,13780
1192,-556,13824,0,0,0,0,0,0,5228,8154,21294,16499,19941,19887,67,0,13790
-264,-4340,6604,0,0,0,0,0,0,8145,16316,23905,25022,28788,24042,66,2,13800
2816,5664,29524,0,0,0,0,0,0,11312,11509,23963,18186,28170,21102,66,3,13810
324,172,15864,0,0,0,0,0,0,5660,10951,21079,22787,26758,24786,66,0,13820
60,2872,9940,0,0,0,0,0,0,10385,11239,23945,21855,23076,24134,65,1,13830
236,-1356,21000,0,0,0,0,0,0,19004,19861,27078,16981,19144,25784,66,3,13840
84,-3460,6552,0,0,0,0,0,0,22953,16158,24014,19064,19317,22653,65,0,13850
1464,3808,19704,0,0,0,0,0,0,16842,12342,21800,16161,17525,16112,65,1,13860
260,-444,27656,0,0,0,0,0,0,14963,10373,18125,18176,18083,16191,66,2,13870
1796,-3864,-156,0,0,0,0,0,0,17086,11241,20784,21027,21819,18205,66,1,13880
828,1052,16332,0,0,0,0,0,0,10394,8400,17506,13146,20174,14470,66,0,13890
-96,1492,32764,0,0,0,0,0,0,8133,10140,15013,13491,20722,19474,65,2,13900
1116,-3308,-2368,0,0,0,0,0,0,11112,13098,14549,19060,23087,14387,65,1,13910
616,-1512,12408,0,0,0,0,0,0,17286,14961,16423,19123,21061,14128,65,0,13920
-1668,2252,27876,0,0,0,0,0,0,12382,13273,20059,22993,24081,21978,66,4,13930
960,-2720,8928,0,0,0,0,0,0,16887,23694,25945,26754,26052,23027,65,1,13940
-916,-4928,6412,0,0,0,0,0,0,17992,19077,17071,20813,27047,23926,65,0,13950
-1600,2168,29568,0,0,0,0,0,0,17441,13020,15138,16250,25105,26867,65,2,13960
-740,-2300,10792,0,0,0,0,0,0,11133,10162,19321,15253,26066,21069,67,1,13970
-356,-4660,7856,0,0,0,0,0,0,15184,11233,21106,19151,22141,19152,65,0,13980
676,5948,30844,0,0,0,0,0,0,11945,15039,15239,15235,23204,18288,65,2,13990
-712,-964,15804,0,0,0,0,0,0,13292,14249,19892,17173,21446,18136,65,1,14000
-944,-5228,7968,0,0,0,0,0,0,12228,11172,21104,18458,20227,18899,66,0,14010
-820,5044,22680,0,0,0,0,0,0,7271,8406,20162,23949,19128,19954,68,3,14020
-544,-44,22032,0,0,0,0,0,0,14056,7351,19082,19036,22908,21071,65,1,14030
1656,-3368,8568,0,0,0,0,0,0,7710,9279,14534,23228,21876,15215,66,0,14040
72,4500,22540,0,0,0,0,0,0,14039,16187,19259,15022,22084,17327,65,2,14050
-2084,860,26548,0,0,0,0,0,0,15053,12243,14326,13256,21111,20837,65,1,14060
652,-5112,3692,0,0,0,0,0,0,8128,17301,19097,18841,26085,22196,66,0,14070
268,3528,16892,0,0,0,0,0,0,21554,21971,16942,22106,24845,17551,65,1,14080
-508,1264,32764,0,0,0,0,0,0,18861,16081,21041,16949,21395,17983,64,2,14090
1592,-3300,-1812,0,0,0,0,0,0,13505,8340,16199,21084,22882,17355,65,0,14100
-1644,408,14332,0,0,0,0,0,0,7185,13022,15290,17229,26497,20034,65,1,14110
-2768,3100,28648,0,0,0,0,0,0,17154,16465,17483,17120,25975,23969,65,1,14120
1052,-2648,11596,0,0,0,0,0,0,17130,13176,16291,13297,23810,18203,65,0,14130
1060,1300,12568,0,0,0,0,0,0,14149,8552,14099,14353,22948,21113,65,2,14140
-1824,4536,29216,0,0,0,0,0,0,11173,18052,16201,16422,19134,17192,65,2,14150
-216,-1916,11884,0,0,0,0,0,0,21995,18683,17195,24946,23392,17258,65,0,14160
1128,-2992,9480,0,0,0,0,0,0,17670,11324,21941,25195,21066,17469,65,4,14170
-1320,3076,26460,0,0,0,0,0,0,9360,10060,20083,23055,26689,16062,65,1,14180
516,-2068,8340,0,0,0,0,0,0,11187,14150,19235,21715,20995,20890,65,1,14190
164,-3968,12664,0,0,0,0,0,0,17268,18071,15235,11364,22611,17149,65,2,14200
1084,6328,27416,0,0,0,0,0,0,17413,15309,14307,12337,24907,17339,65,1,14210
612,-4296,7428,0,0,0,0,0,0,19870,16121,10517,11458,24740,16423,67,3,14220
404,-4640,4744,0,0,0,0,0,0,15201,19219,16913,19044,22164,17416,65,1,14230
3432,5696,26172,0,0,0,0,0,0,24014,23654,17300,19008,19145,21134,65,1,14240
660,128,13120,0,0,0,0,0,0,20231,10998,19048,15172,21273,23891,67,3,14250
1548,-796,4572,0,0,0,0,0,0,14382,17141,16497,16438,25015,26069,66,1,14260
4020,4540,21072,0,0,0,0,0,0,11250,17934,19142,20081,25863,26946,66,1,14270
720,-1732,12768,0,0,0,0,0,0,13269,17980,22050,19776,21396,24573,67,2,14280
-440,-3228,8908,0,0,0,0,0,0,14961,15258,19114,20728,22171,17492,66,0,14290
2932,1108,19468,0,0,0,0,0,0,16203,14105,15505,17147,20835,20109,66,1,14300
380,-1100,19044,0,0,0,0,0,0,12358,6592,12298,16213,21828,19071,69,2,14310
2100,-2964,-60,0,0,0,0,0,0,13140,9353,15026,16963,21000,21064,67,0,14320
2964,1320,5268,0,0,0,0,0,0,6568,11891,17365,13286,17522,18099,68,1,14330
-876,-812,23392,0,0,0,0,0,0,9311,9716,17327,18112,17346,15439,68,2,14340
2648,-1984,3684,0,0,0,0,0,0,12862,15522,17217,23032,22940,21247,67,0,14350
1276,-1536,10764,0,0,0,0,0,0,18008,18026,21149,26781,32608,26056,67,1,14360
-636,4856,27380,0,0,0,0,0,0,24504,20649,25951,18961,34857,29576,69,4,14370
-1928,8,24492,0,0,0,0,0,0,15865,11369,23059,21016,36484,30406,68,3,14380
1380,-2980,7724,0,0,0,0,0,0,9359,10016,22086,19984,27085,19160,68,0,14390
-168,3136,25416,0,0,0,0,0,0,8911,12808,18133,23194,25915,15396,68,2,14400
-2608,2120,32764,0,0,0,0,0,0,21209,19974,15534,13230,19903,18068,69,1,14410
1396,-2732,6804,0,0,0,0,0,0,14204,9488,11533,13018,24590,21110,69,0,14420
-572,-960,18428,0,0,0,0,0,0,11063,15276,17084,12459,19887,21849,70,1,14430
1424,3368,29432,0,0,0,0,0,0,18964,23888,15397,16220,21866,19159,69,1,14440
-204,-1244,14512,0,0,0,0,0,0,23115,25818,15376,19110,24133,19900,69,3,14450
572,-3188,7288,0,0,0,0,0,0,25804,21244,17132,21156,21108,19135,69,0,14460
2548,-820,15168,0,0,0,0,0,0,17814,18881,21028,13387,21231,24617,70,1,14470
-1192,-3328,13008,0,0,0,0,0,0,18401,23148,15093,16274,18162,23033,71,1,14480
3340,-1772,10436,0,0,0,0,0,0,20009,18798,17116,18147,19854,21082,69,0,14490
-1532,-2984,3492,0,0,0,0,0,0,21868,16377,20954,22935,22140,18025,69,3,14500
-840,-228,23984,0,0,0,0,0,0,13377,15128,24966,20765,19863,22830,69,3,14510
-1504,1604,32764,0,0,0,0,0,0,9420,9271,23301,21958,22182,24623,69,2,14520
-636,-1052,10440,0,0,0,0,0,0,9573,7717,21279,20847,22783,21024,70,0,14530
-1612,856,27776,0,0,0,0,0,0,4483,7179,17356,16139,19188,19138,70,4,14540
1260,3500,32764,0,0,0,0,0,0,3361,3275,15245,11421,20672,16357,70,2,14550
1424,-1120,20180,0,0,0,0,0,0,7403,3795,14311,7310,16210,15271,70,0,14560
1800,300,1192,0,0,0,0,0,0,5508,6613,14903,11334,22787,17523,70,1,14570
-2404,3920,21328,0,0,0,0,0,0,10104,12957,15405,11293,29010,17209,70,2,14580
-1700,-2172,-2240,0,0,0,0,0,0,12359,13353,12485,13407,26874,19207,70,1,14590
-60,2316,18840,0,0,0,0,0,0,8242,7472,19260,16019,25933,23920,70,0,14600
1448,3096,32764,0,0,0,0,0,0,9367,14448,17101,17330,27802,26877,70,2,14610
204,-4748,16376,0,0,0,0,0,0,15474,17772,17080,17158,26849,27018,72,3,14620
972,-2100,-928,0,0,0,0,0,0,12259,17139,19142,19826,21109,28482,70,1,14630
4092,1816,32764,0,0,0,0,0,0,10933,11005,21186,18136,21346,22057,71,0,14640
420,576,32764,0,0,0,0,0,0,8449,13879,24006,21726,21110,22068,71,3,14650
-2800,2088,28884,0,0,0,0,0,0,17968,19893,23100,23892,26021,27019,72,3,14660
-884,-60,-3916,0,0,0,0,0,0,21287,22847,21131,24069,24975,23073,71,4,14670
-2368,-440,28192,0,0,0,0,0,0,24122,19940,24162,23061,21029,22115,71,0,14680
2460,1432,32764,0,0,0,0,0,0,17415,8977,19319,19089,20846,24730,72,3,14690
-464,-2900,1776,0,0,0,0,0,0,14153,9066,19894,16468,26060,23023,72,2,14700
1680,-1908,4544,0,0,0,0,0,0,15871,9086,20970,21212,21073,21114,72,1,14710
1696,3528,19060,0,0,0,0,0,0,19263,13308,17204,20025,26523,19246,72,0,14720
-2204,-3172,28188,0,0,0,0,0,0,19237,20965,15318,25180,23058,17225,72,5,14730
1236,776,13500,0,0,0,0,0,0,19979,23090,23057,24094,26871,21115,71,2,14740
3188,1044,-1372,0,0,0,0,0,0,19978,20967,22001,21306,28741,17235,74,3,14750
256,2304,26808,0,0,0,0,0,0,13139,18235,20200,19784,23196,20953,72,1,14760
-1560,-800,32764,0,0,0,0,0,0,17048,18965,22742,21894,21136,18298,72,1,14770
-2088,-2824,24356,0,0,0,0,0,0,17962,20919,21149,23918,19494,17167,73,2,14780
992,-308,11144,0,0,0,0,0,0,21236,19062,19040,15254,21035,18897,72,2,14790
1656,3400,32764,0,0,0,0,0,0,23093,17778,15147,11301,19925,21153,72,1,14800
1048,-1024,32480,0,0,0,0,0,0,19082,13283,15446,17208,22091,21103,71,2,14810
-1864,-2644,15556,0,0,0,0,0,0,16364,13470,20873,18862,27888,22141,72,2,14820
1900,-856,-1304,0,0,0,0,0,0,7678,11015,19855,18122,25756,20873,71,0,14830
1276,1480,25240,0,0,0,0,0,0,14781,21893,19270,19991,28789,25862,71,3,14840
1120,-1060,32764,0,0,0,0,0,0,22872,21366,20110,23650,21128,25883,71,2,14850
1032,-820,14724,0,0,0,0,0,0,17223,17049,23903,27771,24154,23215,73,4,14860
-600,2072,6196,0,0,0,0,0,0,20991,22936,21085,23043,23214,21118,71,0,14870
1484,2616,20920,0,0,0,0,0,0,22089,19709,23161,19329,19513,20967,72,4,14880
-1052,-388,9044,0,0,0,0,0,0,15282,11451,19051,14226,17220,22900,72,3,14890
